id_text,provenience,height,width,thickness,features,scaled_features,cluster,distance,anomaly
236715,Isin (mod. Bahriyat) ?,43.0,35.0,17.0,"[43.0,35.0,17.0]","[-0.523970269849286,-0.6254245923687788,-0.736745440270111]",0,0.19484209175990802,0
236716,Isin (mod. Bahriyat) ?,35.0,33.0,13.0,"[35.0,33.0,13.0]","[-0.858870879105149,-0.8020469128671988,-1.378816928709013]",0,0.830713159737915,0
236717,Isin (mod. Bahriyat) ?,50.0,36.0,11.0,"[50.0,36.0,11.0]","[-0.23093223675040583,-0.5371134321195689,-1.699852672928464]",0,1.1909867033576913,0
236718,Isin (mod. Bahriyat) ?,48.0,39.0,13.0,"[48.0,39.0,13.0]","[-0.3146573890643716,-0.27217995137193896,-1.378816928709013]",0,0.933300283034274,0
236719,Isin (mod. Bahriyat) ?,36.0,31.0,14.0,"[36.0,31.0,14.0]","[-0.8170083029481662,-0.9786692333656187,-1.2182990565992875]",0,0.7316454195910511,0
236720,Isin (mod. Bahriyat) ?,34.0,38.0,11.0,"[34.0,38.0,11.0]","[-0.900733455262132,-0.36049111162114894,-1.699852672928464]",0,1.170933164230747,0
236721,Isin (mod. Bahriyat) ?,30.0,32.0,11.0,"[30.0,32.0,11.0]","[-1.0681837598900634,-0.8903580731164088,-1.699852672928464]",0,1.210766387759488,0
236722,Isin (mod. Bahriyat) ?,30.0,26.0,13.0,"[30.0,26.0,13.0]","[-1.0681837598900634,-1.4202250346116685,-1.378816928709013]",0,1.183975829103157,0
236723,Isin (mod. Bahriyat) ?,32.0,30.0,13.0,"[32.0,30.0,13.0]","[-0.9844586075760977,-1.0669803936148288,-1.378816928709013]",0,0.9557035674396558,0
236724,Isin (mod. Bahriyat) ?,34.0,32.0,13.0,"[34.0,32.0,13.0]","[-0.900733455262132,-0.8903580731164088,-1.378816928709013]",0,0.8633712987465708,0
236725,Isin (mod. Bahriyat) ?,38.0,30.0,14.0,"[38.0,30.0,14.0]","[-0.7332831506342005,-1.0669803936148288,-1.2182990565992875]",0,0.7629552376191407,0
236726,Isin (mod. Bahriyat) ?,55.0,39.0,14.0,"[55.0,39.0,14.0]","[-0.02161935596549141,-0.27217995137193896,-1.2182990565992875]",0,0.9629494692310143,0
236727,Isin (mod. Bahriyat) ?,36.0,23.0,12.0,"[36.0,23.0,12.0]","[-0.8170083029481662,-1.6851585153592985,-1.5393348008187386]",0,1.4204369311403267,0
236728,Isin (mod. Bahriyat) ?,41.0,34.0,13.0,"[41.0,34.0,13.0]","[-0.6076954221632518,-0.7137357526179888,-1.378816928709013]",0,0.7928073190715346,0
236729,Isin (mod. Bahriyat) ?,39.0,31.0,14.0,"[39.0,31.0,14.0]","[-0.6914205744772175,-0.9786692333656187,-1.2182990565992875]",0,0.7138623165811716,0
236730,Isin (mod. Bahriyat) ?,43.0,35.0,13.0,"[43.0,35.0,13.0]","[-0.523970269849286,-0.6254245923687788,-1.378816928709013]",0,0.7986889962031876,0
236731,Isin (mod. Bahriyat) ?,42.0,37.0,15.0,"[42.0,37.0,15.0]","[-0.5658328460062689,-0.44880227187035887,-1.057781184489562]",0,0.5124579534262198,0
236732,Isin (mod. Bahriyat) ?,56.0,41.0,14.0,"[56.0,41.0,14.0]","[0.020243220191491475,-0.095557630873519,-1.2182990565992875]",0,1.0692397162338758,0
236733,Isin (mod. Bahriyat) ?,58.0,37.0,14.0,"[58.0,37.0,14.0]","[0.10396837250545725,-0.44880227187035887,-1.2182990565992875]",0,1.0011282733756708,0
236734,Isin (mod. Bahriyat) ?,114.0,58.0,20.0,"[114.0,58.0,20.0]","[2.448272637296499,1.4057320933630506,-0.2551918239409345]",2,2.053130881997645,1
236736,Isin (mod. Bahriyat) ?,36.0,32.0,17.0,"[36.0,32.0,17.0]","[-0.8170083029481662,-0.8903580731164088,-0.736745440270111]",0,0.332877604268772,0
236737,Isin (mod. Bahriyat) ?,76.0,48.0,14.0,"[76.0,48.0,14.0]","[0.8574947433311492,0.5226204908709507,-1.2182990565992875]",1,1.7069259250244735,1
236738,Isin (mod. Bahriyat) ?,34.0,32.0,13.0,"[34.0,32.0,13.0]","[-0.900733455262132,-0.8903580731164088,-1.378816928709013]",0,0.8633712987465708,0
236739,Isin (mod. Bahriyat) ?,52.0,37.0,17.0,"[52.0,37.0,17.0]","[-0.14720708443644007,-0.44880227187035887,-0.736745440270111]",0,0.5594566062029046,0
236740,Isin (mod. Bahriyat) ?,34.0,37.0,12.0,"[34.0,37.0,12.0]","[-0.900733455262132,-0.44880227187035887,-1.5393348008187386]",0,0.9994953938784924,0
236741,Isin (mod. Bahriyat) ?,36.0,30.0,12.0,"[36.0,30.0,12.0]","[-0.8170083029481662,-1.0669803936148288,-1.5393348008187386]",0,1.0530151730112172,0
236742,Isin (mod. Bahriyat) ?,28.0,25.0,11.0,"[28.0,25.0,11.0]","[-1.1519089122040294,-1.5085361948608786,-1.699852672928464]",0,1.494358890199026,0
236743,Isin (mod. Bahriyat) ?,34.0,30.0,12.0,"[34.0,30.0,12.0]","[-0.900733455262132,-1.0669803936148288,-1.5393348008187386]",0,1.069346895414574,0
236744,Isin (mod. Bahriyat) ?,31.0,28.0,11.0,"[31.0,28.0,11.0]","[-1.0263211837330806,-1.2436027141132486,-1.699852672928464]",0,1.3167377491911212,0
236745,Isin (mod. Bahriyat) ?,34.0,31.0,13.0,"[34.0,31.0,13.0]","[-0.900733455262132,-0.9786692333656187,-1.378816928709013]",0,0.8928885585184089,0
236746,Isin (mod. Bahriyat) ?,30.0,30.0,10.0,"[30.0,30.0,10.0]","[-1.0681837598900634,-1.0669803936148288,-1.8603705450381895]",0,1.4025376921951662,0
236747,Isin (mod. Bahriyat) ?,37.0,33.0,11.0,"[37.0,33.0,11.0]","[-0.7751457267911833,-0.8020469128671988,-1.699852672928464]",0,1.1276500387610302,0
236748,Isin (mod. Bahriyat) ?,38.0,41.0,14.0,"[38.0,41.0,14.0]","[-0.7332831506342005,-0.095557630873519,-1.2182990565992875]",0,0.8355601127392014,0
236749,Isin (mod. Bahriyat) ?,46.0,37.0,12.0,"[46.0,37.0,12.0]","[-0.39838254137833734,-0.44880227187035887,-1.5393348008187386]",0,1.0006583370154671,0
236750,Isin (mod. Bahriyat) ?,57.0,36.0,11.0,"[57.0,36.0,11.0]","[0.06210579634847436,-0.5371134321195689,-1.699852672928464]",0,1.3232626448475024,0
236751,Isin (mod. Bahriyat) ?,43.0,35.0,16.0,"[43.0,35.0,16.0]","[-0.523970269849286,-0.6254245923687788,-0.8972633123798365]",0,0.33264191994567305,0
236752,Isin (mod. Bahriyat) ?,64.0,41.0,14.0,"[64.0,41.0,14.0]","[0.35514382944735456,-0.095557630873519,-1.2182990565992875]",0,1.3059924851268476,0
236753,Isin (mod. Bahriyat) ?,56.0,36.0,15.0,"[56.0,36.0,15.0]","[0.020243220191491475,-0.5371134321195689,-1.057781184489562]",0,0.8251072875517391,0
236754,Isin (mod. Bahriyat) ?,53.0,38.0,12.0,"[53.0,38.0,12.0]","[-0.10534450827945717,-0.36049111162114894,-1.5393348008187386]",0,1.130265254333508,0
236755,Isin (mod. Bahriyat) ?,59.0,39.0,12.0,"[59.0,39.0,12.0]","[0.14583094866244012,-0.27217995137193896,-1.5393348008187386]",0,1.2932447207820623,0
236756,Isin (mod. Bahriyat) ?,58.0,37.0,15.0,"[58.0,37.0,15.0]","[0.10396837250545725,-0.44880227187035887,-1.057781184489562]",0,0.9091241194148618,0
236757,Isin (mod. Bahriyat) ?,55.0,34.0,13.0,"[55.0,34.0,13.0]","[-0.02161935596549141,-0.7137357526179888,-1.378816928709013]",0,1.0118357826329776,0
236758,Isin (mod. Bahriyat) ?,55.0,35.0,11.0,"[55.0,35.0,11.0]","[-0.02161935596549141,-0.6254245923687788,-1.699852672928464]",0,1.2759024343174004,0
236759,Isin (mod. Bahriyat) ?,60.0,35.0,13.0,"[60.0,35.0,13.0]","[0.187693524819423,-0.6254245923687788,-1.378816928709013]",0,1.1517018741584455,0
236760,Isin (mod. Bahriyat) ?,59.0,37.0,16.0,"[59.0,37.0,16.0]","[0.14583094866244012,-0.44880227187035887,-0.8972633123798365]",0,0.8759696958181842,0
236761,Isin (mod. Bahriyat) ?,51.0,37.0,12.0,"[51.0,37.0,12.0]","[-0.18906966059342295,-0.44880227187035887,-1.5393348008187386]",0,1.0729616489994367,0
236762,Isin (mod. Bahriyat) ?,59.0,40.0,12.0,"[59.0,40.0,12.0]","[0.14583094866244012,-0.18386879112272897,-1.5393348008187386]",0,1.321144846634887,0
236763,Isin (mod. Bahriyat) ?,51.0,33.0,12.0,"[51.0,33.0,12.0]","[-0.18906966059342295,-0.8020469128671988,-1.5393348008187386]",0,1.0678195096882388,0
236764,Isin (mod. Bahriyat) ?,56.0,35.0,14.0,"[56.0,35.0,14.0]","[0.020243220191491475,-0.6254245923687788,-1.2182990565992875]",0,0.9197838232207287,0
236765,Isin (mod. Bahriyat) ?,59.0,34.0,11.0,"[59.0,34.0,11.0]","[0.14583094866244012,-0.7137357526179888,-1.699852672928464]",0,1.3682418746776497,0
236766,Isin (mod. Bahriyat) ?,67.0,44.0,14.0,"[67.0,44.0,14.0]","[0.4807315579183032,0.16937584987411092,-1.2182990565992875]",0,1.5275900948924677,0
236767,Isin (mod. Bahriyat) ?,52.0,38.0,12.0,"[52.0,38.0,12.0]","[-0.14720708443644007,-0.36049111162114894,-1.5393348008187386]",0,1.1106276713357135,0
236768,Isin (mod. Bahriyat) ?,53.0,36.0,11.0,"[53.0,36.0,11.0]","[-0.10534450827945717,-0.5371134321195689,-1.699852672928464]",0,1.2409478789743045,0
236769,Isin (mod. Bahriyat) ?,54.0,35.0,13.0,"[54.0,35.0,13.0]","[-0.06348193212247429,-0.6254245923687788,-1.378816928709013]",0,0.9837424544986976,0
236770,Isin (mod. Bahriyat) ?,69.0,42.0,12.0,"[69.0,42.0,12.0]","[0.564456710232269,-0.007246470624309028,-1.5393348008187386]",0,1.667701109611848,1
236771,Isin (mod. Bahriyat) ?,58.0,36.0,11.0,"[58.0,36.0,11.0]","[0.10396837250545725,-0.5371134321195689,-1.699852672928464]",0,1.3463114427541643,0
236772,Isin (mod. Bahriyat) ?,71.0,40.0,14.0,"[71.0,40.0,14.0]","[0.6481818625462348,-0.18386879112272897,-1.2182990565992875]",0,1.5143106373010984,0
236773,Isin (mod. Bahriyat) ?,76.0,45.0,19.0,"[76.0,45.0,19.0]","[0.8574947433311492,0.2576870101233209,-0.41570969605066]",1,0.9685548086971233,0
236774,Isin (mod. Bahriyat) ?,74.0,43.0,12.0,"[74.0,43.0,12.0]","[0.7737695910171833,0.08106468962490095,-1.5393348008187386]",0,1.8584834846904204,1
236775,Isin (mod. Bahriyat) ?,82.0,46.0,14.0,"[82.0,46.0,14.0]","[1.1086702002730464,0.34599817037253083,-1.2182990565992875]",1,1.7893681508554418,1
236776,Isin (mod. Bahriyat) ?,64.0,42.0,13.0,"[64.0,42.0,13.0]","[0.35514382944735456,-0.007246470624309028,-1.378816928709013]",0,1.4272479613048543,0
236777,Isin (mod. Bahriyat) ?,78.0,44.0,13.0,"[78.0,44.0,13.0]","[0.9412198956451149,0.16937584987411092,-1.378816928709013]",1,1.8957967366713442,1
236778,Isin (mod. Bahriyat) ?,70.0,42.0,16.0,"[70.0,42.0,16.0]","[0.6063192863892518,-0.007246470624309028,-0.8972633123798365]",1,1.3974190075426511,0
236779,Isin (mod. Bahriyat) ?,58.0,37.0,15.0,"[58.0,37.0,15.0]","[0.10396837250545725,-0.44880227187035887,-1.057781184489562]",0,0.9091241194148618,0
236780,Isin (mod. Bahriyat) ?,66.0,42.0,13.0,"[66.0,42.0,13.0]","[0.43886898176132033,-0.007246470624309028,-1.378816928709013]",0,1.4875052769008321,0
236781,Isin (mod. Bahriyat) ?,66.0,39.0,11.0,"[66.0,39.0,11.0]","[0.43886898176132033,-0.27217995137193896,-1.699852672928464]",0,1.5988169288413439,1
236782,Isin (mod. Bahriyat) ?,59.0,41.0,14.0,"[59.0,41.0,14.0]","[0.14583094866244012,-0.095557630873519,-1.2182990565992875]",0,1.1523302441999317,0
236783,Isin (mod. Bahriyat) ?,50.0,34.0,13.0,"[50.0,34.0,13.0]","[-0.23093223675040583,-0.7137357526179888,-1.378816928709013]",0,0.8965394843125941,0
236784,Isin (mod. Bahriyat) ?,67.0,36.0,12.0,"[67.0,36.0,12.0]","[0.4807315579183032,-0.5371134321195689,-1.5393348008187386]",0,1.4811159509787006,0
236785,Isin (mod. Bahriyat) ?,63.0,37.0,11.0,"[63.0,37.0,11.0]","[0.31328125329037165,-0.44880227187035887,-1.699852672928464]",0,1.482878875494424,0
236786,Isin (mod. Bahriyat) ?,69.0,39.0,12.0,"[69.0,39.0,12.0]","[0.564456710232269,-0.27217995137193896,-1.5393348008187386]",0,1.5860669692593323,1
236787,Isin (mod. Bahriyat) ?,56.0,34.0,10.0,"[56.0,34.0,10.0]","[0.020243220191491475,-0.7137357526179888,-1.8603705450381895]",0,1.4385317028410642,0
236788,Isin (mod. Bahriyat) ?,75.0,42.0,12.0,"[75.0,42.0,12.0]","[0.8156321671741663,-0.007246470624309028,-1.5393348008187386]",0,1.8588546290679637,1
236789,Isin (mod. Bahriyat) ?,77.0,40.0,13.0,"[77.0,40.0,13.0]","[0.899357319488132,-0.18386879112272897,-1.378816928709013]",0,1.799053302104643,1
236790,Isin (mod. Bahriyat) ?,69.0,37.0,12.0,"[69.0,37.0,12.0]","[0.564456710232269,-0.44880227187035887,-1.5393348008187386]",0,1.5545153589477219,1
236791,Isin (mod. Bahriyat) ?,31.0,30.0,13.0,"[31.0,30.0,13.0]","[-1.0263211837330806,-1.0669803936148288,-1.378816928709013]",0,0.9710651625225009,0
236792,Isin (mod. Bahriyat) ?,64.0,37.0,13.0,"[64.0,37.0,13.0]","[0.35514382944735456,-0.44880227187035887,-1.378816928709013]",0,1.2931851194831463,0
236793,Isin (mod. Bahriyat) ?,60.0,35.0,13.0,"[60.0,35.0,13.0]","[0.187693524819423,-0.6254245923687788,-1.378816928709013]",0,1.1517018741584455,0
236794,Isin (mod. Bahriyat) ?,68.0,38.0,13.0,"[68.0,38.0,13.0]","[0.5225941340752861,-0.36049111162114894,-1.378816928709013]",0,1.442000111266136,0
236795,Isin (mod. Bahriyat) ?,76.0,37.0,10.0,"[76.0,37.0,10.0]","[0.8574947433311492,-0.44880227187035887,-1.8603705450381895]",0,1.9817863805810711,1
236796,Isin (mod. Bahriyat) ?,80.0,37.0,13.0,"[80.0,37.0,13.0]","[1.0249450479590807,-0.44880227187035887,-1.378816928709013]",0,1.8627839012091898,1
236797,Isin (mod. Bahriyat) ?,58.0,33.0,12.0,"[58.0,33.0,12.0]","[0.10396837250545725,-0.8020469128671988,-1.5393348008187386]",0,1.2236616603047612,0
236798,Isin (mod. Bahriyat) ?,45.0,36.0,12.0,"[45.0,36.0,12.0]","[-0.44024511753532025,-0.5371134321195689,-1.5393348008187386]",0,0.9775977745293176,0
236799,Isin (mod. Bahriyat) ?,41.0,35.0,12.0,"[41.0,35.0,12.0]","[-0.6076954221632518,-0.6254245923687788,-1.5393348008187386]",0,0.9499009091499298,0
236800,Isin (mod. Bahriyat) ?,49.0,35.0,12.0,"[49.0,35.0,12.0]","[-0.2727948129073887,-0.6254245923687788,-1.5393348008187386]",0,1.0217927724543547,0
236801,Isin (mod. Bahriyat) ?,45.0,36.0,12.0,"[45.0,36.0,12.0]","[-0.44024511753532025,-0.5371134321195689,-1.5393348008187386]",0,0.9775977745293176,0
236802,Isin (mod. Bahriyat) ?,40.0,33.0,13.0,"[40.0,33.0,13.0]","[-0.6495579983202346,-0.8020469128671988,-1.378816928709013]",0,0.8045133096921828,0
236803,Isin (mod. Bahriyat) ?,48.0,33.0,15.0,"[48.0,33.0,15.0]","[-0.3146573890643716,-0.8020469128671988,-1.057781184489562]",0,0.5982612377165182,0
236804,Isin (mod. Bahriyat) ?,38.0,32.0,11.0,"[38.0,32.0,11.0]","[-0.7332831506342005,-0.8903580731164088,-1.699852672928464]",0,1.139854520824651,0
236805,Isin (mod. Bahriyat) ?,39.0,32.0,12.0,"[39.0,32.0,12.0]","[-0.6914205744772175,-0.8903580731164088,-1.5393348008187386]",0,0.9817625286704054,0
236806,Isin (mod. Bahriyat) ?,36.0,31.0,13.0,"[36.0,31.0,13.0]","[-0.8170083029481662,-0.9786692333656187,-1.378816928709013]",0,0.8732629327940914,0
236807,Isin (mod. Bahriyat) ?,40.0,30.0,10.0,"[40.0,30.0,10.0]","[-0.6495579983202346,-1.0669803936148288,-1.8603705450381895]",0,1.3393292490360322,0
236808,Isin (mod. Bahriyat) ?,38.0,30.0,17.0,"[38.0,30.0,17.0]","[-0.7332831506342005,-1.0669803936148288,-0.736745440270111]",0,0.4576495957163875,0
236809,Isin (mod. Bahriyat) ?,43.0,39.0,11.0,"[43.0,39.0,11.0]","[-0.523970269849286,-0.27217995137193896,-1.699852672928464]",0,1.1759490920821152,0
236810,Isin (mod. Bahriyat) ?,39.0,33.0,12.0,"[39.0,33.0,12.0]","[-0.6914205744772175,-0.8020469128671988,-1.5393348008187386]",0,0.963127928323486,0
236811,Isin (mod. Bahriyat) ?,39.0,34.0,15.0,"[39.0,34.0,15.0]","[-0.6914205744772175,-0.7137357526179888,-1.057781184489562]",0,0.4744696856812646,0
236812,Isin (mod. Bahriyat) ?,42.0,32.0,16.0,"[42.0,32.0,16.0]","[-0.5658328460062689,-0.8903580731164088,-0.8972633123798365]",0,0.40450962256121026,0
236813,Isin (mod. Bahriyat) ?,39.0,30.0,11.0,"[39.0,30.0,11.0]","[-0.6914205744772175,-1.0669803936148288,-1.699852672928464]",0,1.1888996679568986,0
236814,Isin (mod. Bahriyat) ?,39.0,31.0,12.0,"[39.0,31.0,12.0]","[-0.6914205744772175,-0.9786692333656187,-1.5393348008187386]",0,1.0078182579885373,0
236815,Isin (mod. Bahriyat) ?,54.0,36.0,12.0,"[54.0,36.0,12.0]","[-0.06348193212247429,-0.5371134321195689,-1.5393348008187386]",0,1.1212115013960187,0
236816,Isin (mod. Bahriyat) ?,57.0,38.0,16.0,"[57.0,38.0,16.0]","[0.06210579634847436,-0.36049111162114894,-0.8972633123798365]",0,0.8261376180781377,0
236817,Isin (mod. Bahriyat) ?,52.0,38.0,12.0,"[52.0,38.0,12.0]","[-0.14720708443644007,-0.36049111162114894,-1.5393348008187386]",0,1.1106276713357135,0
236818,Isin (mod. Bahriyat) ?,48.0,35.0,13.0,"[48.0,35.0,13.0]","[-0.3146573890643716,-0.6254245923687788,-1.378816928709013]",0,0.8574727091669507,0
236819,Isin (mod. Bahriyat) ?,52.0,35.0,13.0,"[52.0,35.0,13.0]","[-0.14720708443644007,-0.6254245923687788,-1.378816928709013]",0,0.9360730872021289,0
236820,Isin (mod. Bahriyat) ?,59.0,37.0,14.0,"[59.0,37.0,14.0]","[0.14583094866244012,-0.44880227187035887,-1.2182990565992875]",0,1.0330988548823106,0
236821,Isin (mod. Bahriyat) ?,59.0,43.0,17.0,"[59.0,43.0,17.0]","[0.14583094866244012,0.08106468962490095,-0.736745440270111]",0,1.0858543436901993,0
236822,Isin (mod. Bahriyat) ?,70.0,44.0,12.0,"[70.0,44.0,12.0]","[0.6063192863892518,0.16937584987411092,-1.5393348008187386]",0,1.7719719302756782,1
236823,Isin (mod. Bahriyat) ?,63.0,41.0,20.0,"[63.0,41.0,20.0]","[0.31328125329037165,-0.095557630873519,-0.2551918239409345]",1,0.8453895870306198,0
236824,Isin (mod. Bahriyat) ?,63.0,42.0,14.0,"[63.0,42.0,14.0]","[0.31328125329037165,-0.007246470624309028,-1.2182990565992875]",0,1.3142273152819905,0
236825,Isin (mod. Bahriyat) ?,53.0,37.0,15.0,"[53.0,37.0,15.0]","[-0.10534450827945717,-0.44880227187035887,-1.057781184489562]",0,0.7442471376779853,0
236826,Isin (mod. Bahriyat) ?,58.0,42.0,14.0,"[58.0,42.0,14.0]","[0.10396837250545725,-0.007246470624309028,-1.2182990565992875]",0,1.1691735583515286,0
236827,Isin (mod. Bahriyat) ?,55.0,42.0,16.0,"[55.0,42.0,16.0]","[-0.02161935596549141,-0.007246470624309028,-0.8972633123798365]",0,0.9449443921999097,0
236828,Isin (mod. Bahriyat) ?,58.0,40.0,15.0,"[58.0,40.0,15.0]","[0.10396837250545725,-0.18386879112272897,-1.057781184489562]",0,0.9992691790664876,0
236829,Isin (mod. Bahriyat) ?,55.0,39.0,16.0,"[55.0,39.0,16.0]","[-0.02161935596549141,-0.27217995137193896,-0.8972633123798365]",0,0.7920235756118328,0
236830,Isin (mod. Bahriyat) ?,55.0,39.0,15.0,"[55.0,39.0,15.0]","[-0.02161935596549141,-0.27217995137193896,-1.057781184489562]",0,0.8669028348332863,0
236831,Isin (mod. Bahriyat) ?,57.0,40.0,20.0,"[57.0,40.0,20.0]","[0.06210579634847436,-0.18386879112272897,-0.2551918239409345]",0,0.9117193978070922,0
236832,Isin (mod. Bahriyat) ?,53.0,37.0,12.0,"[53.0,37.0,12.0]","[-0.10534450827945717,-0.44880227187035887,-1.5393348008187386]",0,1.1116443636759876,0
236833,Isin (mod. Bahriyat) ?,50.0,37.0,13.0,"[50.0,37.0,13.0]","[-0.23093223675040583,-0.44880227187035887,-1.378816928709013]",0,0.9140217591609878,0
236834,Isin (mod. Bahriyat) ?,52.0,40.0,14.0,"[52.0,40.0,14.0]","[-0.14720708443644007,-0.18386879112272897,-1.2182990565992875]",0,0.9261109350966237,0
236835,Isin (mod. Bahriyat) ?,57.0,39.0,12.0,"[57.0,39.0,12.0]","[0.06210579634847436,-0.27217995137193896,-1.5393348008187386]",0,1.2433487081192038,0
236836,Isin (mod. Bahriyat) ?,58.0,48.0,13.0,"[58.0,48.0,13.0]","[0.10396837250545725,0.5226204908709507,-1.378816928709013]",0,1.5958150126842663,1
236837,Isin (mod. Bahriyat) ?,55.0,38.0,15.0,"[55.0,38.0,15.0]","[-0.02161935596549141,-0.36049111162114894,-1.057781184489562]",0,0.8331725206293512,0
236838,Isin (mod. Bahriyat) ?,60.0,40.0,15.0,"[60.0,40.0,15.0]","[0.187693524819423,-0.18386879112272897,-1.057781184489562]",0,1.0640087834276513,0
236839,Isin (mod. Bahriyat) ?,58.0,38.0,13.0,"[58.0,38.0,13.0]","[0.10396837250545725,-0.36049111162114894,-1.378816928709013]",0,1.1275137708235419,0
236840,Isin (mod. Bahriyat) ?,59.0,42.0,20.0,"[59.0,42.0,20.0]","[0.14583094866244012,-0.007246470624309028,-0.2551918239409345]",1,0.8291764590626706,0
236841,Isin (mod. Bahriyat) ?,55.0,40.0,14.0,"[55.0,40.0,14.0]","[-0.02161935596549141,-0.18386879112272897,-1.2182990565992875]",0,1.000106733429756,0
236842,Isin (mod. Bahriyat) ?,46.0,36.0,13.0,"[46.0,36.0,13.0]","[-0.39838254137833734,-0.5371134321195689,-1.378816928709013]",0,0.8344779034281523,0
236843,Isin (mod. Bahriyat) ?,51.0,35.0,14.0,"[51.0,35.0,14.0]","[-0.18906966059342295,-0.6254245923687788,-1.2182990565992875]",0,0.7800313612596296,0
236844,Isin (mod. Bahriyat) ?,48.0,36.0,12.0,"[48.0,36.0,12.0]","[-0.3146573890643716,-0.5371134321195689,-1.5393348008187386]",0,1.012237848060278,0
236845,Isin (mod. Bahriyat) ?,53.0,39.0,11.0,"[53.0,39.0,11.0]","[-0.10534450827945717,-0.27217995137193896,-1.699852672928464]",0,1.290422682656276,0
236847,Isin (mod. Bahriyat) ?,52.0,38.0,13.0,"[52.0,38.0,13.0]","[-0.14720708443644007,-0.36049111162114894,-1.378816928709013]",0,0.9770766193189504,0
236848,Isin (mod. Bahriyat) ?,56.0,36.0,14.0,"[56.0,36.0,14.0]","[0.020243220191491475,-0.5371134321195689,-1.2182990565992875]",0,0.9255015889890693,0
236849,Isin (mod. Bahriyat) ?,58.0,41.0,13.0,"[58.0,41.0,13.0]","[0.10396837250545725,-0.095557630873519,-1.378816928709013]",0,1.2207017233028126,0
236852,Isin (mod. Bahriyat) ?,81.0,45.0,13.0,"[81.0,45.0,13.0]","[1.0668076241160636,0.2576870101233209,-1.378816928709013]",1,1.9271154597792293,1
236853,Isin (mod. Bahriyat) ?,72.0,40.0,14.0,"[72.0,40.0,14.0]","[0.6900444387032176,-0.18386879112272897,-1.2182990565992875]",0,1.5503988157229829,1
236854,Isin (mod. Bahriyat) ?,75.0,43.0,15.0,"[75.0,43.0,15.0]","[0.8156321671741663,0.08106468962490095,-1.057781184489562]",1,1.5715749794387652,1
236855,Isin (mod. Bahriyat) ?,35.0,29.0,10.0,"[35.0,29.0,10.0]","[-0.858870879105149,-1.1552915538640387,-1.8603705450381895]",0,1.3855255133505449,0
236856,Isin (mod. Bahriyat) ?,34.0,30.0,11.0,"[34.0,30.0,11.0]","[-0.900733455262132,-1.0669803936148288,-1.699852672928464]",0,1.2140221833158142,0
236857,Isin (mod. Bahriyat) ?,44.0,35.0,15.0,"[44.0,35.0,15.0]","[-0.4821076936923031,-0.6254245923687788,-1.057781184489562]",0,0.49732383147622555,0
236858,Isin (mod. Bahriyat) ?,70.0,43.0,14.0,"[70.0,43.0,14.0]","[0.6063192863892518,0.08106468962490095,-1.2182990565992875]",0,1.5806497402741577,1
247896,Tutub (mod. Khafaje),41.0,43.0,19.0,"[41.0,43.0,19.0]","[-0.6076954221632518,0.08106468962490095,-0.41570969605066]",0,0.7442586698602032,0
247898,Tutub (mod. Khafaje),43.0,38.0,28.0,"[43.0,38.0,28.0]","[-0.523970269849286,-0.36049111162114894,1.0289511529368696]",1,1.3410251467464447,0
247902,Tutub (mod. Khafaje),26.0,24.0,16.0,"[26.0,24.0,16.0]","[-1.235634064517995,-1.5968473551100886,-0.8972633123798365]",0,1.1612312059867862,0
247903,Tutub (mod. Khafaje),52.0,40.0,17.0,"[52.0,40.0,17.0]","[-0.14720708443644007,-0.18386879112272897,-0.736745440270111]",0,0.696436588609786,0
247904,Tutub (mod. Khafaje),55.0,45.0,17.0,"[55.0,45.0,17.0]","[-0.02161935596549141,0.2576870101233209,-0.736745440270111]",0,1.107353040648511,0
247906,Tutub (mod. Khafaje),45.0,35.0,15.0,"[45.0,35.0,15.0]","[-0.44024511753532025,-0.6254245923687788,-1.057781184489562]",0,0.5131248480157686,0
247907,Tutub (mod. Khafaje),39.0,41.0,21.0,"[39.0,41.0,21.0]","[-0.6914205744772175,-0.095557630873519,-0.09467395183120894]",0,0.7382482599737555,0
247908,Tutub (mod. Khafaje),76.0,49.0,20.0,"[76.0,49.0,20.0]","[0.8574947433311492,0.6109316511201608,-0.2551918239409345]",1,0.845226465256382,0
247909,Tutub (mod. Khafaje),57.0,44.0,24.0,"[57.0,44.0,24.0]","[0.06210579634847436,0.16937584987411092,0.38687966449796757]",1,0.40732054777039917,0
247910,Tutub (mod. Khafaje),21.0,23.0,20.0,"[21.0,23.0,20.0]","[-1.4449469453029093,-1.6851585153592985,-0.2551918239409345]",0,1.3534075213654468,0
247911,Tutub (mod. Khafaje),30.0,29.0,17.0,"[30.0,29.0,17.0]","[-1.0681837598900634,-1.1552915538640387,-0.736745440270111]",0,0.6776175116355281,0
247913,Tutub (mod. Khafaje),35.0,29.0,16.0,"[35.0,29.0,16.0]","[-0.858870879105149,-1.1552915538640387,-0.8972633123798365]",0,0.6335505077292983,0
247914,Tutub (mod. Khafaje),41.0,38.0,16.0,"[41.0,38.0,16.0]","[-0.6076954221632518,-0.36049111162114894,-0.8972633123798365]",0,0.4179582067285376,0
247915,Tutub (mod. Khafaje),79.0,46.0,18.0,"[79.0,46.0,18.0]","[0.9830824718020978,0.34599817037253083,-0.5762275681603855]",1,1.1603045845543654,0
