id_text,provenience,height,width,thickness,features,scaled_features,cluster,distance,anomaly
301790,Nippur (mod. Nuffar),79.0,48.0,22.0,"[79.0,48.0,22.0]","[0.9830824718020978,0.5226204908709507,0.06584392027851657]",1,0.699426046085992,0
301791,Nippur (mod. Nuffar),86.0,53.0,23.0,"[86.0,53.0,23.0]","[1.276120504900978,0.9641762921170006,0.22636179238824208]",1,1.0633862283570568,0
301795,Nippur (mod. Nuffar),92.0,64.0,25.0,"[92.0,64.0,25.0]","[1.5272959618428752,1.9355990548583104,0.5473975366076931]",2,1.3437107681316351,0
301796,Nippur (mod. Nuffar),83.0,57.0,23.0,"[83.0,57.0,23.0]","[1.1505327764300293,1.3174209331138405,0.22636179238824208]",1,1.2008252459964828,0
301797,Nippur (mod. Nuffar),91.0,49.0,25.0,"[91.0,49.0,25.0]","[1.4854333856858923,0.6109316511201608,0.5473975366076931]",1,1.120732109710265,0
301798,Nippur (mod. Nuffar),77.0,64.0,27.0,"[77.0,64.0,27.0]","[0.899357319488132,1.9355990548583104,0.8684332808271441]",2,1.5752464443209009,1
301799,Nippur (mod. Nuffar),87.0,67.0,21.0,"[87.0,67.0,21.0]","[1.317983081057961,2.2005325356059404,-0.09467395183120894]",2,2.0009768124371288,1
301809,Nippur (mod. Nuffar),103.0,59.0,22.0,"[103.0,59.0,22.0]","[1.987784299569687,1.4940432536122605,0.06584392027851657]",2,1.73030880089178,1
301810,Nippur (mod. Nuffar),66.0,51.0,20.0,"[66.0,51.0,20.0]","[0.43886898176132033,0.7875539716185808,-0.2551918239409345]",1,0.7757298040016133,0
301811,Nippur (mod. Nuffar),73.0,61.0,24.0,"[73.0,61.0,24.0]","[0.7319070148602005,1.6706655741106804,0.38687966449796757]",1,1.3085032642300969,0
301812,Nippur (mod. Nuffar),70.0,61.0,22.0,"[70.0,61.0,22.0]","[0.6063192863892518,1.6706655741106804,0.06584392027851657]",1,1.3290162405415837,0
301813,Nippur (mod. Nuffar),56.0,56.0,22.0,"[56.0,56.0,22.0]","[0.020243220191491475,1.2291097728646305,0.06584392027851657]",1,0.9678811018756537,0
301814,Nippur (mod. Nuffar),86.0,42.0,26.0,"[86.0,42.0,26.0]","[1.276120504900978,-0.007246470624309028,0.7079154087174186]",1,1.0195337346083004,0
301815,Nippur (mod. Nuffar),80.0,35.0,23.0,"[80.0,35.0,23.0]","[1.0249450479590807,-0.6254245923687788,0.22636179238824208]",1,1.2277057597957983,0
301816,Nippur (mod. Nuffar),65.0,50.0,18.0,"[65.0,50.0,18.0]","[0.3970064056043374,0.6992428113693707,-0.5762275681603855]",1,1.0375464619560162,0
301817,Nippur (mod. Nuffar),45.0,54.0,22.0,"[45.0,54.0,22.0]","[-0.44024511753532025,1.0524874523662107,0.06584392027851657]",1,1.1095549154839384,0
301818,Nippur (mod. Nuffar),46.0,52.0,19.0,"[46.0,52.0,19.0]","[-0.39838254137833734,0.8758651318677907,-0.41570969605066]",1,1.2406932589436526,0
301819,Nippur (mod. Nuffar),40.0,50.0,20.0,"[40.0,50.0,20.0]","[-0.6495579983202346,0.6992428113693707,-0.2551918239409345]",1,1.2736940382378792,0
301820,Nippur (mod. Nuffar),45.0,59.0,26.0,"[45.0,59.0,26.0]","[-0.44024511753532025,1.4940432536122605,0.7079154087174186]",1,1.3976488392106958,0
301821,Nippur (mod. Nuffar),44.0,46.0,16.0,"[44.0,46.0,16.0]","[-0.4821076936923031,0.34599817037253083,-0.8972633123798365]",0,1.0473998915071578,0
301822,Nippur (mod. Nuffar),74.0,43.0,20.0,"[74.0,43.0,20.0]","[0.7737695910171833,0.08106468962490095,-0.2551918239409345]",1,0.8419054040364252,0
301823,Nippur (mod. Nuffar),88.0,68.0,29.0,"[88.0,68.0,29.0]","[1.3598456572149438,2.2888436958551504,1.1894690250465951]",2,1.031343381277773,0
301824,Nippur (mod. Nuffar),55.0,38.0,21.0,"[55.0,38.0,21.0]","[-0.02161935596549141,-0.36049111162114894,-0.09467395183120894]",0,0.8496122544011941,0
301825,Nippur (mod. Nuffar),32.0,45.0,18.0,"[32.0,45.0,18.0]","[-0.9844586075760977,0.2576870101233209,-0.5762275681603855]",0,0.9583677337779476,0
301826,Nippur (mod. Nuffar),43.0,42.0,21.0,"[43.0,42.0,21.0]","[-0.523970269849286,-0.007246470624309028,-0.09467395183120894]",0,0.8148269096500445,0
301827,Nippur (mod. Nuffar),42.0,34.0,11.0,"[42.0,34.0,11.0]","[-0.5658328460062689,-0.7137357526179888,-1.699852672928464]",0,1.1149694583002536,0
301828,Nippur (mod. Nuffar),30.0,43.0,21.0,"[30.0,43.0,21.0]","[-1.0681837598900634,0.08106468962490095,-0.09467395183120894]",0,0.9698624663812522,0
301829,Nippur (mod. Nuffar),43.0,37.0,18.0,"[43.0,37.0,18.0]","[-0.523970269849286,-0.44880227187035887,-0.5762275681603855]",0,0.23131742399893723,0
301830,Nippur (mod. Nuffar),28.0,27.0,22.0,"[28.0,27.0,22.0]","[-1.1519089122040294,-1.3319138743624586,0.06584392027851657]",0,1.0762408305242772,0
301831,Nippur (mod. Nuffar),35.0,39.0,22.0,"[35.0,39.0,22.0]","[-0.858870879105149,-0.27217995137193896,0.06584392027851657]",0,0.7808878880038679,0
301832,Nippur (mod. Nuffar),36.0,49.0,17.0,"[36.0,49.0,17.0]","[-0.8170083029481662,0.6109316511201608,-0.736745440270111]",0,1.2712117603161062,0
301833,Nippur (mod. Nuffar),42.0,39.0,21.0,"[42.0,39.0,21.0]","[-0.5658328460062689,-0.27217995137193896,-0.09467395183120894]",0,0.6239936838604394,0
301834,Nippur (mod. Nuffar),34.0,37.0,20.0,"[34.0,37.0,20.0]","[-0.900733455262132,-0.44880227187035887,-0.2551918239409345]",0,0.4597450323615382,0
301835,Nippur (mod. Nuffar),38.0,25.0,20.0,"[38.0,25.0,20.0]","[-0.7332831506342005,-1.5085361948608786,-0.2551918239409345]",0,0.9336635980152891,0
301836,Nippur (mod. Nuffar),28.0,23.0,12.0,"[28.0,23.0,12.0]","[-1.1519089122040294,-1.6851585153592985,-1.5393348008187386]",0,1.496798984991334,0
301837,Nippur (mod. Nuffar),46.0,39.0,18.0,"[46.0,39.0,18.0]","[-0.39838254137833734,-0.27217995137193896,-0.5762275681603855]",0,0.44776838801735575,0
301838,Nippur (mod. Nuffar),39.0,46.0,17.0,"[39.0,46.0,17.0]","[-0.6914205744772175,0.34599817037253083,-0.736745440270111]",0,0.9985504511717732,0
301839,Nippur (mod. Nuffar),48.0,36.0,20.0,"[48.0,36.0,20.0]","[-0.3146573890643716,-0.5371134321195689,-0.2551918239409345]",0,0.48682636888575725,0
301840,Nippur (mod. Nuffar),39.0,42.0,22.0,"[39.0,42.0,22.0]","[-0.6914205744772175,-0.007246470624309028,0.06584392027851657]",0,0.9133019226380419,0
301841,Nippur (mod. Nuffar),41.0,41.0,23.0,"[41.0,41.0,23.0]","[-0.6076954221632518,-0.095557630873519,0.22636179238824208]",0,0.9832982652083422,0
301842,Nippur (mod. Nuffar),35.0,21.0,11.0,"[35.0,21.0,11.0]","[-0.858870879105149,-1.8617808358577184,-1.699852672928464]",0,1.6624088753330981,1
301843,Nippur (mod. Nuffar),41.0,38.0,12.0,"[41.0,38.0,12.0]","[-0.6076954221632518,-0.36049111162114894,-1.5393348008187386]",0,0.9903320820005215,0
301844,Nippur (mod. Nuffar),36.0,36.0,14.0,"[36.0,36.0,14.0]","[-0.8170083029481662,-0.5371134321195689,-1.2182990565992875]",0,0.6573297105190745,0
301845,Nippur (mod. Nuffar),42.0,27.0,18.0,"[42.0,27.0,18.0]","[-0.5658328460062689,-1.3319138743624586,-0.5762275681603855]",0,0.6963926403763092,0
301846,Nippur (mod. Nuffar),55.0,45.0,23.0,"[55.0,45.0,23.0]","[-0.02161935596549141,0.2576870101233209,0.22636179238824208]",1,0.4794494742404198,0
301847,Nippur (mod. Nuffar),52.0,29.0,17.0,"[52.0,29.0,17.0]","[-0.14720708443644007,-1.1552915538640387,-0.736745440270111]",0,0.7352134772326504,0
301848,Nippur (mod. Nuffar),37.0,25.0,13.0,"[37.0,25.0,13.0]","[-0.7751457267911833,-1.5085361948608786,-1.378816928709013]",0,1.1786037057481202,0
301849,Nippur (mod. Nuffar),42.0,25.0,21.0,"[42.0,25.0,21.0]","[-0.5658328460062689,-1.5085361948608786,-0.09467395183120894]",0,1.0029674776513149,0
301850,Nippur (mod. Nuffar),44.0,53.0,18.0,"[44.0,53.0,18.0]","[-0.4821076936923031,0.9641762921170006,-0.5762275681603855]",1,1.4362562772677274,0
301851,Nippur (mod. Nuffar),62.0,48.0,18.0,"[62.0,48.0,18.0]","[0.2714186771333888,0.5226204908709507,-0.5762275681603855]",1,1.009432577493225,0
301852,Nippur (mod. Nuffar),68.0,48.0,24.0,"[68.0,48.0,24.0]","[0.5225941340752861,0.5226204908709507,0.38687966449796757]",1,0.17786302049858096,0
301853,Nippur (mod. Nuffar),95.0,52.0,24.0,"[95.0,52.0,24.0]","[1.652883690313824,0.8758651318677907,0.38687966449796757]",1,1.3465590833111574,0
301854,Nippur (mod. Nuffar),33.0,60.0,23.0,"[33.0,60.0,23.0]","[-0.9425960314191149,1.5823544138614705,0.22636179238824208]",1,1.7872962770218082,1
301855,Nippur (mod. Nuffar),40.0,31.0,19.0,"[40.0,31.0,19.0]","[-0.6495579983202346,-0.9786692333656187,-0.41570969605066]",0,0.3802692987710442,0
301856,Nippur (mod. Nuffar),58.0,36.0,24.0,"[58.0,36.0,24.0]","[0.10396837250545725,-0.5371134321195689,0.38687966449796757]",1,0.9880515758912352,0
301857,Nippur (mod. Nuffar),51.0,47.0,20.0,"[51.0,47.0,20.0]","[-0.18906966059342295,0.4343093306217408,-0.2551918239409345]",1,0.8899951963459909,0
301858,Nippur (mod. Nuffar),42.0,52.0,17.0,"[42.0,52.0,17.0]","[-0.5658328460062689,0.8758651318677907,-0.736745440270111]",0,1.5263233242671437,0
301859,Nippur (mod. Nuffar),46.0,37.0,21.0,"[46.0,37.0,21.0]","[-0.39838254137833734,-0.44880227187035887,-0.09467395183120894]",0,0.5891793035949716,0
301860,Nippur (mod. Nuffar),43.0,41.0,19.0,"[43.0,41.0,19.0]","[-0.523970269849286,-0.095557630873519,-0.41570969605066]",0,0.5869039455200536,0
301861,Nippur (mod. Nuffar),47.0,40.0,23.0,"[47.0,40.0,23.0]","[-0.3565199652213545,-0.18386879112272897,0.22636179238824208]",1,0.9725152763495855,0
301862,Nippur (mod. Nuffar),41.0,42.0,20.0,"[41.0,42.0,20.0]","[-0.6076954221632518,-0.007246470624309028,-0.2551918239409345]",0,0.7183973280653974,0
301863,Nippur (mod. Nuffar),57.0,32.0,23.0,"[57.0,32.0,23.0]","[0.06210579634847436,-0.8903580731164088,0.22636179238824208]",0,1.1132619159420416,0
301864,Nippur (mod. Nuffar),47.0,34.0,21.0,"[47.0,34.0,21.0]","[-0.3565199652213545,-0.7137357526179888,-0.09467395183120894]",0,0.5817693184789056,0
301865,Nippur (mod. Nuffar),44.0,31.0,14.0,"[44.0,31.0,14.0]","[-0.4821076936923031,-0.9786692333656187,-1.2182990565992875]",0,0.7327043947218576,0
301866,Nippur (mod. Nuffar),35.0,32.0,20.0,"[35.0,32.0,20.0]","[-0.858870879105149,-0.8903580731164088,-0.2551918239409345]",0,0.46638628502562013,0
301867,Nippur (mod. Nuffar),34.0,27.0,25.0,"[34.0,27.0,25.0]","[-0.900733455262132,-1.3319138743624586,0.5473975366076931]",0,1.3543632725203851,0
301868,Nippur (mod. Nuffar),36.0,42.0,21.0,"[36.0,42.0,21.0]","[-0.8170083029481662,-0.007246470624309028,-0.09467395183120894]",0,0.8214945820793327,0
301869,Nippur (mod. Nuffar),54.0,33.0,21.0,"[54.0,33.0,21.0]","[-0.06348193212247429,-0.8020469128671988,-0.09467395183120894]",0,0.7861747974006321,0
301870,Nippur (mod. Nuffar),42.0,40.0,20.0,"[42.0,40.0,20.0]","[-0.5658328460062689,-0.18386879112272897,-0.2551918239409345]",0,0.5734712054738759,0
301871,Nippur (mod. Nuffar),35.0,43.0,25.0,"[35.0,43.0,25.0]","[-0.858870879105149,0.08106468962490095,0.5473975366076931]",1,1.2979032432529527,0
301872,Nippur (mod. Nuffar),60.0,32.0,18.0,"[60.0,32.0,18.0]","[0.187693524819423,-0.8903580731164088,-0.5762275681603855]",0,0.8759308798994262,0
301873,Nippur (mod. Nuffar),73.0,43.0,25.0,"[73.0,43.0,25.0]","[0.7319070148602005,0.08106468962490095,0.5473975366076931]",1,0.48945461136884344,0
301874,Nippur (mod. Nuffar),63.0,39.0,24.0,"[63.0,39.0,24.0]","[0.31328125329037165,-0.27217995137193896,0.38687966449796757]",1,0.6852069570217757,0
301875,Nippur (mod. Nuffar),74.0,39.0,25.0,"[74.0,39.0,25.0]","[0.7737695910171833,-0.27217995137193896,0.5473975366076931]",1,0.7909126107931702,0
301876,Nippur (mod. Nuffar),80.0,56.0,32.0,"[80.0,56.0,32.0]","[1.0249450479590807,1.2291097728646305,1.6710226413757716]",2,1.4866809503574925,0
301877,Nippur (mod. Nuffar),41.0,49.0,27.0,"[41.0,49.0,27.0]","[-0.6076954221632518,0.6109316511201608,0.8684332808271441]",1,1.1133397111882795,0
301878,Nippur (mod. Nuffar),34.0,45.0,23.0,"[34.0,45.0,23.0]","[-0.900733455262132,0.2576870101233209,0.22636179238824208]",0,1.2397542266482793,0
301879,Nippur (mod. Nuffar),48.0,31.0,17.0,"[48.0,31.0,17.0]","[-0.3146573890643716,-0.9786692333656187,-0.736745440270111]",0,0.499091531156017,0
301880,Nippur (mod. Nuffar),36.0,53.0,21.0,"[36.0,53.0,21.0]","[-0.8170083029481662,0.9641762921170006,-0.09467395183120894]",1,1.425642164106562,0
301881,Nippur (mod. Nuffar),78.0,52.0,22.0,"[78.0,52.0,22.0]","[0.9412198956451149,0.8758651318677907,0.06584392027851657]",1,0.804495552234745,0
301882,Nippur (mod. Nuffar),73.0,67.0,27.0,"[73.0,67.0,27.0]","[0.7319070148602005,2.2005325356059404,0.8684332808271441]",2,1.7190112871423482,1
301883,Nippur (mod. Nuffar),54.0,51.0,19.0,"[54.0,51.0,19.0]","[-0.06348193212247429,0.7875539716185808,-0.41570969605066]",1,1.0237634326182,0
301884,Nippur (mod. Nuffar),72.0,52.0,28.0,"[72.0,52.0,28.0]","[0.6900444387032176,0.8758651318677907,1.0289511529368696]",1,0.8246349419721684,0
301885,Nippur (mod. Nuffar),39.0,24.0,25.0,"[39.0,24.0,25.0]","[-0.6914205744772175,-1.5968473551100886,0.5473975366076931]",0,1.4866779627823565,0
301886,Nippur (mod. Nuffar),72.0,49.0,24.0,"[72.0,49.0,24.0]","[0.6900444387032176,0.6109316511201608,0.38687966449796757]",1,0.3632038198237185,0
301887,Nippur (mod. Nuffar),70.0,38.0,23.0,"[70.0,38.0,23.0]","[0.6063192863892518,-0.36049111162114894,0.22636179238824208]",1,0.8210785723104476,0
301888,Nippur (mod. Nuffar),93.0,61.0,30.0,"[93.0,61.0,30.0]","[1.5691585379998583,1.6706655741106804,1.3499868971563207]",2,0.8534323554264259,0
301889,Nippur (mod. Nuffar),32.0,37.0,24.0,"[32.0,37.0,24.0]","[-0.9844586075760977,-0.44880227187035887,0.38687966449796757]",0,1.0502388967177352,0
301890,Nippur (mod. Nuffar),45.0,39.0,19.0,"[45.0,39.0,19.0]","[-0.44024511753532025,-0.27217995137193896,-0.41570969605066]",0,0.4597849555264069,0
301914,Nippur (mod. Nuffar),38.0,42.0,9.0,"[38.0,42.0,9.0]","[-0.7332831506342005,-0.007246470624309028,-2.020888417147915]",0,1.566535457086364,1
301915,Nippur (mod. Nuffar),29.0,46.0,18.0,"[29.0,46.0,18.0]","[-1.1100463360470463,0.34599817037253083,-0.5762275681603855]",0,1.088258433571529,0
301916,Nippur (mod. Nuffar),75.0,53.0,27.0,"[75.0,53.0,27.0]","[0.8156321671741663,0.9641762921170006,0.8684332808271441]",1,0.8316056612201878,0
301917,Nippur (mod. Nuffar),57.0,50.0,18.0,"[57.0,50.0,18.0]","[0.06210579634847436,0.6992428113693707,-0.5762275681603855]",1,1.0883166915615587,0
301934,Nippur (mod. Nuffar),40.0,34.0,17.0,"[40.0,34.0,17.0]","[-0.6495579983202346,-0.7137357526179888,-0.736745440270111]",0,0.16326805934320404,0
301935,Nippur (mod. Nuffar),54.0,28.0,26.0,"[54.0,28.0,26.0]","[-0.06348193212247429,-1.2436027141132486,0.7079154087174186]",0,1.547721677895547,1
301936,Nippur (mod. Nuffar),36.0,38.0,23.0,"[36.0,38.0,23.0]","[-0.8170083029481662,-0.36049111162114894,0.22636179238824208]",0,0.8794134522219285,0
303852,Ur (mod. Tell Muqayyar) ?,46.0,38.0,22.0,"[46.0,38.0,22.0]","[-0.39838254137833734,-0.36049111162114894,0.06584392027851657]",0,0.7575297169934845,0
304406,uncertain (mod. northern Babylonia),39.0,39.0,15.0,"[39.0,39.0,15.0]","[-0.6914205744772175,-0.27217995137193896,-1.057781184489562]",0,0.596543914301246,0
304485,Kish (mod. Tell Uhaimir),32.0,36.0,17.0,"[32.0,36.0,17.0]","[-0.9844586075760977,-0.5371134321195689,-0.736745440270111]",0,0.3778468799948807,0
304503,Larsa (mod. Tell as-Senkereh),31.0,30.0,19.0,"[31.0,30.0,19.0]","[-1.0263211837330806,-1.0669803936148288,-0.41570969605066]",0,0.5935051719761529,0
304541,uncertain (mod. northern Babylonia),91.0,56.0,30.0,"[91.0,56.0,30.0]","[1.4854333856858923,1.2291097728646305,1.3499868971563207]",2,1.1845979062223364,0
304709,Larsa (mod. Tell as-Senkereh) ?,43.0,43.0,23.0,"[43.0,43.0,23.0]","[-0.523970269849286,0.08106468962490095,0.22636179238824208]",1,0.9903142822815781,0
304712,Marad (mod. Wanna-wa-Sadum) ?,55.0,37.0,23.0,"[55.0,37.0,23.0]","[-0.02161935596549141,-0.44880227187035887,0.22636179238824208]",1,0.9701466677625885,0
304726,uncertain (mod. northern Babylonia),41.0,41.0,22.0,"[41.0,41.0,22.0]","[-0.6076954221632518,-0.095557630873519,0.06584392027851657]",0,0.8546173631198305,0
304735,Larsa (mod. Tell as-Senkereh),43.0,38.0,18.0,"[43.0,38.0,18.0]","[-0.523970269849286,-0.36049111162114894,-0.5762275681603855]",0,0.3086326368135785,0
304746,Larsa (mod. Tell as-Senkereh),38.0,40.0,16.0,"[38.0,40.0,16.0]","[-0.7332831506342005,-0.18386879112272897,-0.8972633123798365]",0,0.5564627984196602,0
304750,uncertain (mod. northern Babylonia),43.0,41.0,17.0,"[43.0,41.0,17.0]","[-0.523970269849286,-0.095557630873519,-0.736745440270111]",0,0.5789945854969071,0
304753,Kish (mod. Tell Uhaimir) ?,40.0,41.0,24.0,"[40.0,41.0,24.0]","[-0.6495579983202346,-0.095557630873519,0.38687966449796757]",0,1.119359540037886,0
304755,Pī-Kasî (mod. Tell Abu Antiq),39.0,36.0,25.0,"[39.0,36.0,25.0]","[-0.6914205744772175,-0.5371134321195689,0.5473975366076931]",0,1.1434039648932393,0
304756,Pī-Kasî (mod. Tell Abu Antiq),37.0,39.0,21.0,"[37.0,39.0,21.0]","[-0.7751457267911833,-0.27217995137193896,-0.09467395183120894]",0,0.6302073469403693,0
304760,Larsa (mod. Tell as-Senkereh) ?,44.0,44.0,22.0,"[44.0,44.0,22.0]","[-0.4821076936923031,0.16937584987411092,0.06584392027851657]",1,0.9714722328485438,0
304761,Pī-Kasî (mod. Tell Abu Antiq),35.0,34.0,20.0,"[35.0,34.0,20.0]","[-0.858870879105149,-0.7137357526179888,-0.2551918239409345]",0,0.4007859480319709,0
304763,uncertain (mod. northern Babylonia),40.0,38.0,23.0,"[40.0,38.0,23.0]","[-0.6495579983202346,-0.36049111162114894,0.22636179238824208]",0,0.8637729854811287,0
304764,Larsa (mod. Tell as-Senkereh),42.0,35.0,18.0,"[42.0,35.0,18.0]","[-0.5658328460062689,-0.6254245923687788,-0.5762275681603855]",0,0.08861147726938014,0
304768,Larsa (mod. Tell as-Senkereh),45.0,38.0,16.0,"[45.0,38.0,16.0]","[-0.44024511753532025,-0.36049111162114894,-0.8972633123798365]",0,0.4663944943605089,0
304779,Larsa (mod. Tell as-Senkereh),32.0,36.0,19.0,"[32.0,36.0,19.0]","[-0.9844586075760977,-0.5371134321195689,-0.41570969605066]",0,0.3898586615097023,0
304786,uncertain (mod. northern Babylonia),38.0,40.0,21.0,"[38.0,40.0,21.0]","[-0.7332831506342005,-0.18386879112272897,-0.09467395183120894]",0,0.6793633493491443,0
304800,Pī-Kasî (mod. Tell Abu Antiq),47.0,38.0,20.0,"[47.0,38.0,20.0]","[-0.3565199652213545,-0.36049111162114894,-0.2551918239409345]",0,0.5276494396124729,0
304803,uncertain (mod. northern Babylonia),42.0,38.0,21.0,"[42.0,38.0,21.0]","[-0.5658328460062689,-0.36049111162114894,-0.09467395183120894]",0,0.5762152736500487,0
304827,Pī-Kasî (mod. Tell Abu Antiq),40.0,38.0,26.0,"[40.0,38.0,26.0]","[-0.6495579983202346,-0.36049111162114894,0.7079154087174186]",1,1.325006254291842,0
305498,Marad (mod. Wanna-wa-Sadum) ?,102.0,55.0,30.0,"[102.0,55.0,30.0]","[1.9459217234127042,1.1407986126154206,1.3499868971563207]",2,1.0358995383261835,0
305499,Larsa (mod. Tell as-Senkereh) ?,112.0,56.0,30.0,"[112.0,56.0,30.0]","[2.3645474849825328,1.2291097728646305,1.3499868971563207]",2,0.9164194980143829,0
305506,Pī-Kasî (mod. Tell Abu Antiq),77.0,49.0,24.0,"[77.0,49.0,24.0]","[0.899357319488132,0.6109316511201608,0.38687966449796757]",1,0.548675293423305,0
305507,Larsa (mod. Tell as-Senkereh),83.0,51.0,27.0,"[83.0,51.0,27.0]","[1.1505327764300293,0.7875539716185808,0.8684332808271441]",1,0.9607437750481813,0
305509,Nippur (mod. Nuffar) ?,95.0,59.0,27.0,"[95.0,59.0,27.0]","[1.652883690313824,1.4940432536122605,0.8684332808271441]",2,1.1581316875777845,0
305511,Marad (mod. Wanna-wa-Sadum) ?,79.0,42.0,24.0,"[79.0,42.0,24.0]","[0.9830824718020978,-0.007246470624309028,0.38687966449796757]",1,0.724086097067164,0
305519,Sippar-Yahrurum (mod. Tell Abu Habbah) ?,75.0,45.0,25.0,"[75.0,45.0,25.0]","[0.8156321671741663,0.2576870101233209,0.5473975366076931]",1,0.4684762894918493,0
305522,Larsa (mod. Tell as-Senkereh),77.0,50.0,30.0,"[77.0,50.0,30.0]","[0.899357319488132,0.6992428113693707,1.3499868971563207]",1,1.0997147065068829,0
305525,Larsa (mod. Tell as-Senkereh),77.0,49.0,29.0,"[77.0,49.0,29.0]","[0.899357319488132,0.6109316511201608,1.1894690250465951]",1,0.944862814134269,0
305526,Larsa (mod. Tell as-Senkereh),73.0,49.0,28.0,"[73.0,49.0,28.0]","[0.7319070148602005,0.6109316511201608,1.0289511529368696]",1,0.7273552124307578,0
305528,Larsa (mod. Tell as-Senkereh),70.0,48.0,26.0,"[70.0,48.0,26.0]","[0.6063192863892518,0.5226204908709507,0.7079154087174186]",1,0.3779211073303095,0
305533,Larsa (mod. Tell as-Senkereh),40.0,43.0,21.0,"[40.0,43.0,21.0]","[-0.6495579983202346,0.08106468962490095,-0.09467395183120894]",0,0.8759703550865202,0
305535,Larsa (mod. Tell as-Senkereh),61.0,45.0,27.0,"[61.0,45.0,27.0]","[0.22955610097640589,0.2576870101233209,0.8684332808271441]",1,0.5000198482118091,0
305538,Larsa (mod. Tell as-Senkereh),54.0,41.0,21.0,"[54.0,41.0,21.0]","[-0.06348193212247429,-0.095557630873519,-0.09467395183120894]",1,0.8509519415469815,0
305540,Larsa (mod. Tell as-Senkereh) ?,71.0,46.0,27.0,"[71.0,46.0,27.0]","[0.6481818625462348,0.34599817037253083,0.8684332808271441]",1,0.5211811880061408,0
305547,Pī-Kasî (mod. Tell Abu Antiq),61.0,43.0,23.0,"[61.0,43.0,23.0]","[0.22955610097640589,0.08106468962490095,0.22636179238824208]",1,0.4124034738330009,0
305549,Pī-Kasî (mod. Tell Abu Antiq),59.0,44.0,24.0,"[59.0,44.0,24.0]","[0.14583094866244012,0.16937584987411092,0.38687966449796757]",1,0.3433623234172252,0
305552,Larsa (mod. Tell as-Senkereh),55.0,43.0,22.0,"[55.0,43.0,22.0]","[-0.02161935596549141,0.08106468962490095,0.06584392027851657]",1,0.6339537221745706,0
305554,Sippar-Yahrurum (mod. Tell Abu Habbah) ?,77.0,45.0,25.0,"[77.0,45.0,25.0]","[0.899357319488132,0.2576870101233209,0.5473975366076931]",1,0.5455601806056688,0
305556,Larsa (mod. Tell as-Senkereh),69.0,45.0,24.0,"[69.0,45.0,24.0]","[0.564456710232269,0.2576870101233209,0.38687966449796757]",1,0.2319718386337354,0
305557,Larsa (mod. Tell as-Senkereh),67.0,47.0,23.0,"[67.0,47.0,23.0]","[0.4807315579183032,0.4343093306217408,0.22636179238824208]",1,0.21476728932547667,0
305559,Pī-Kasî (mod. Tell Abu Antiq),60.0,39.0,23.0,"[60.0,39.0,23.0]","[0.187693524819423,-0.27217995137193896,0.22636179238824208]",1,0.7355112506783984,0
305561,Pī-Kasî (mod. Tell Abu Antiq),74.0,43.0,26.0,"[74.0,43.0,26.0]","[0.7737695910171833,0.08106468962490095,0.7079154087174186]",1,0.5802573877614975,0
305562,Sippar-Yahrurum (mod. Tell Abu Habbah),52.0,49.0,24.0,"[52.0,49.0,24.0]","[-0.14720708443644007,0.6109316511201608,0.38687966449796757]",1,0.5758857564393284,0
305563,Larsa (mod. Tell as-Senkereh),59.0,44.0,24.0,"[59.0,44.0,24.0]","[0.14583094866244012,0.16937584987411092,0.38687966449796757]",1,0.3433623234172252,0
305564,Pī-Kasî (mod. Tell Abu Antiq),60.0,44.0,25.0,"[60.0,44.0,25.0]","[0.187693524819423,0.16937584987411092,0.5473975366076931]",1,0.3382738863122613,0
305566,Larsa (mod. Tell as-Senkereh),73.0,46.0,24.0,"[73.0,46.0,24.0]","[0.7319070148602005,0.34599817037253083,0.38687966449796757]",1,0.34830924579373573,0
305568,Larsa (mod. Tell as-Senkereh),65.0,51.0,35.0,"[65.0,51.0,35.0]","[0.3970064056043374,0.7875539716185808,2.1525762577049483]",1,1.7741530004727362,1
305571,Sippar-Yahrurum (mod. Tell Abu Habbah) ?,77.0,45.0,28.0,"[77.0,45.0,28.0]","[0.899357319488132,0.2576870101233209,1.0289511529368696]",1,0.8078790792035886,0
305573,Larsa (mod. Tell as-Senkereh),45.0,33.0,21.0,"[45.0,33.0,21.0]","[-0.44024511753532025,-0.8020469128671988,-0.09467395183120894]",0,0.5627192816759392,0
305575,Larsa (mod. Tell as-Senkereh),70.0,46.0,25.0,"[70.0,46.0,25.0]","[0.6063192863892518,0.34599817037253083,0.5473975366076931]",1,0.2582007571266978,0
305577,Pī-Kasî (mod. Tell Abu Antiq),70.0,48.0,25.0,"[70.0,48.0,25.0]","[0.6063192863892518,0.5226204908709507,0.5473975366076931]",1,0.27570293055192496,0
305578,Pī-Kasî (mod. Tell Abu Antiq),60.0,42.0,23.0,"[60.0,42.0,23.0]","[0.187693524819423,-0.007246470624309028,0.22636179238824208]",1,0.5008372313614246,0
305584,uncertain (mod. northern Babylonia),68.0,49.0,24.0,"[68.0,49.0,24.0]","[0.5225941340752861,0.6109316511201608,0.38687966449796757]",1,0.24434417243229556,0
305586,Larsa (mod. Tell as-Senkereh),71.0,51.0,27.0,"[71.0,51.0,27.0]","[0.6481818625462348,0.7875539716185808,0.8684332808271441]",1,0.6418519560110539,0
305587,Larsa (mod. Tell as-Senkereh),59.0,45.0,18.0,"[59.0,45.0,18.0]","[0.14583094866244012,0.2576870101233209,-0.5762275681603855]",1,1.0363712583721565,0
